가로수길명,가로수길시작위도,가로수길시작경도,가로수길종료위도,가로수길종료경도,가로수종류,가로수수량,가로수길길이,식재연도,가로수길소개,도로명,도로종류,도로구간,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
두실로,35.258115,129.091661,35.263658,129.085425,왕벚나무+느티나무,122,0.7,1991,가로수 생육상태 양호하며 풍부한 녹음을 제공함,두실로,,삼한골든뷰~세진여객,051-519-4531,금정구청 공원녹지과,2021-10-25,3350000,부산광역시 금정구
반송로,35.211124,129.105735,35.217191,129.118442,은행나무,198,1.4,1988,가로수 생육상태 양호하며 양쪽으로 은행나무 식재되어 있음,반송로,,금사입구교차로~금사동 동천교,051-519-4531,금정구청 공원녹지과,2021-10-25,3350000,부산광역시 금정구
범어사로,35.279209,129.075444,35.276183,129.084571,은행나무,88,1,1993,"범어사에서 내려가는 방향으로 운전자의 시야 개선을 돕고, 아름다운 경관을 제공함",범어사로,,관음정사~남산동산복도로,051-519-4531,금정구청 공원녹지과,2021-10-25,3350000,부산광역시 금정구
범어천로,35.266981,129.092521,35.271584,129.088789,느티나무,100,0.65,2004,가로수 수형 및 생육상태 양호하며 풍부한 녹음을 제공하고 있음,범어천로,,침례병원사거리~금정농협,051-519-4531,금정구청 공원녹지과,2021-10-25,3350000,부산광역시 금정구
부산대학로,35.230938,129.091416,35.225855,129.088611,회화나무+은행나무,14,0.36,2002,회화나무 가로수길 짧게 조성되어 있음,부산대학로,,부곡사거리~부산대학앞,051-519-4531,금정구청 공원녹지과,2021-10-25,3350000,부산광역시 금정구
산성로,35.228938,129.075196,35.250324,129.056169,왕벚나무,165,0.6,1993,왕벚나무 가로수길로서 봄철 금정산을 찾는 많은 등산객에게 즐거움을 주며 그늘을 제공하여 쾌적한 산책길 조성됨,산성로,,애광양로원~금성동사무소,051-519-4531,금정구청 공원녹지과,2021-10-25,3350000,부산광역시 금정구
상현로,35.266378,129.112081,35.263823,129.105331,느티나무,16,0.1,2009,가로수가 소형목이고 본수가 적음,상현로,,선동집~선동교,051-519-4531,금정구청 공원녹지과,2021-10-25,3350000,부산광역시 금정구
소정로,35.245917,129.086222,35.250765,129.081553,느티나무,184,1.3,2011,아파트 밀집지역으로서 여름철 풍부한 녹음 및 청량감 제공,소정로,,금강로~금샘로,051-519-4531,금정구청 공원녹지과,2021-10-25,3350000,부산광역시 금정구
서동로,35.217856,129.094944,35.218689,129.093639,이팝나무,28,0.2,2015,서동로 확장공사(4차) 구간으로서 2015년 신규 조성되었음,서동로,,우편취급국~공영주차장,051-519-4531,금정구청 공원녹지과,2021-10-25,3350000,부산광역시 금정구
수림로 20번길,35.241464,129.090861,35.240521,129.091277,왕벚나무,28,0.3,2003,가로수목 수형 및 생육상태 양호,수림로 20번길,,KT금정지점~SK아파트,051-519-4531,금정구청 공원녹지과,2021-10-25,3350000,부산광역시 금정구
식물원로,35.263345,129.095491,35.226327,129.077029,왕벚나무,135,1,2004,식물원로 양측으로 같은 수종으로 열식 되어 있어 통일된 식재경관을 제공하고 있음,식물원로,,중앙로~식물원 앞,051-519-4531,금정구청 공원녹지과,2021-10-25,3350000,부산광역시 금정구
오시게로,35.220301,129.086423,35.225315,129.088486,왕벚나무,41,0.6,2002,계절감있는 식재경관을 제공,오시게로,,온천장역 4번출구~온천5호교,051-519-4531,금정구청 공원녹지과,2021-10-25,3350000,부산광역시 금정구
윤산로,35.246726,129.100962,35.220467,129.104888,왕벚나무,148,1.4,2003,벚꽃터널이 있어 금정구 대표 벚꽃 가로수길,윤산로,,수도사~서곡초등학교,051-519-4531,금정구청 공원녹지과,2021-10-25,3350000,부산광역시 금정구
장전온천천로,35.225503,129.088337,35.227438,129.085501,이팝나무,48,0.2,1996,가로수목 생육상태는 양호함,장전온천천로,,온천5호교~부산대남측주차장,051-519-4531,금정구청 공원녹지과,2021-10-25,3350000,부산광역시 금정구
정관산업로(진입로),35.234243,129.115581,35.252936,129.144966,메타세콰이어,73,1.2,2011,운전자에게 쾌적한 녹지경관을 제공,정관산업로(진입로),,회동교차로~개좌터널,051-519-4531,금정구청 공원녹지과,2021-10-25,3350000,부산광역시 금정구
중앙대로,35.220301,129.086423,35.289907,129.092145,은행나무+왕벚나무+메타세콰이어,1294,10,1973,대부분 은행나무로 식재되어 있어 가을철 은행나무길 조성,중앙대로,,온천장지하철역~노포동양산경계,051-519-4531,금정구청 공원녹지과,2021-10-25,3350000,부산광역시 금정구
중앙대로1841번길,35.249881,129.090638,35.250765,129.081553,은행나무+왕벚나무,120,0.7,1993,도로 양측으로 같은 수종으로 열식이 되어 있어 통일된 식재경관을 제공하고 보행자에게 그늘을 제공,중앙대로1841번길,,이마트~금샘로,051-519-4531,금정구청 공원녹지과,2021-10-25,3350000,부산광역시 금정구
체육공원로,35.245908,129.094471,35.291156,129.102397,왕벚나무+느티나무,998,4.5,2005,"보행자에게 그늘을 제공하고, 운전자에게는 위치 인식 및 거리감 부여하여 안정성과 쾌적성 제공",체육공원로,,금정문화회관~금정체육공원,051-519-4531,금정구청 공원녹지과,2021-10-25,3350000,부산광역시 금정구
청룡예전로,35.329231,129.008641,35.280376,129.086221,왕벚나무+메타세콰이어,39,0.37,2002,도로개설시 조성된 가로수로 전반적으로 대경목이며 생육상태 양호,청룡예전로,,범어정수장~경동아파트,051-519-4531,금정구청 공원녹지과,2021-10-25,3350000,부산광역시 금정구
금사로,35.230713,129.122972,35.267683,129.092195,이팝나무,96,1.7,2014,주변 여건(학교 등)과 어우러지는 녹지경관을 연출하고 있으며 계절변화를 느낄 수 있음.,금사로,,동부폐차장~삼겹파티,051-519-4531,금정구청 공원녹지과,2021-10-25,3350000,부산광역시 금정구
수림로,35.249094,129.084958,35.242505,129.082486,느티나무+이팝나무,97,1.7,2014,가로수 생육상태 양호하며 풍부한 녹음을 제공함,수림로,,금정산 쌍용예가,051-519-4531,금정구청 공원녹지과,2021-10-25,3350000,부산광역시 금정구
오륜대로,35.248983,129.104928,35.247665,129.107897,왕벚나무,14,0.5,2018,가로수 생육상태 양호하며 풍부한 녹음을 제공함,오륜대로,,오륜동666~오륜동604-3,051-519-4531,금정구청 공원녹지과,2021-10-25,3350000,부산광역시 금정구
장전로,35.227389,129.088588,35.229002,129.084372,이팝나무+먼나무,40,0.55,2018,가로수 생육상태 양호하며 풍부한 녹음을 제공함,장전로,,장전래미안102동~부산대후문진입로,051-519-4532,금정구청 공원녹지과,2021-10-25,3350000,부산광역시 금정구
청룡로,35.275623,129.092621,35.275311,129.085113,느티나무,56,0.68,2006,가로수 생육상태 양호하며 풍부한 녹음을 제공함,청룡로,,범어사어귀삼거리~범어사로입구,051-519-4532,금정구청 공원녹지과,2021-10-25,3350000,부산광역시 금정구
안좌 왕벚나무 가로수길,34.700952,126.168925,34.765939,126.1264206,왕벚나무,700,10,2017,"양옆으로 왕벚나무가 식재되어있어, 봄철에 10km의 아름다운 벚꽃을 볼수있음",지방도805호선,지방도,마진리~복호리,061-240-8454,전라남도 신안군청,2021-10-06,5010000,전라남도 신안군
팔금 왕벚나무 가로수길,34.769187,126.133858,34.791233,126.1265752,왕벚나무,450,4.4,2016,"양옆으로 왕벚나무가 식재되어있어, 봄철에 4.4km의 아름다운 벚꽃을 볼수있음",지방도805호선,지방도,원산리~장촌리,061-240-8454,전라남도 신안군청,2021-10-06,5010000,전라남도 신안군
암태 후박나무 가로수길,34.801061,126.118033,34.850462,126.0743058,후박나무,600,8.4,2016,"양옆으로 후박나무가 식재되어있어, 상시 푸른 가로수길을 볼 수 있음",지방도805호선,지방도,은암대교~중앙대교,061-240-8454,전라남도 신안군청,2021-10-06,5010000,전라남도 신안군
자은 이팝나무 가로수길,34.881159,126.047224,34.897899,126.0381685,이팝나무,234,2.1,2017,"양옆으로 이팝나무가 식재되어있어,  5~6월에 흰꽃을 볼 수 있음",지방도805호선,지방도,구영리~고장리,061-240-8454,전라남도 신안군청,2021-10-06,5010000,전라남도 신안군
자은 이팝나무(해수욕장길) 가로수길,34.863372,126.060514,34.873227,126.0043017,이팝나무,492,4,2017,"양옆으로 이팝나무가 식재되어있어,  5~6월에 흰꽃을 볼 수 있음",지방도805호선,지방도,유각리~면전리,061-240-8454,전라남도 신안군청,2021-10-06,5010000,전라남도 신안군
압해 김대중대교 가로수길,34.894159,126.328654,34.909129,126.3358097,왕벚나무,211,1.5,2016,"양옆으로 왕벚나무가 식재 되어있어, 김대중대교 진입시 해안경관과 가로경관이 어울러져 볼거리 제공",국도 77호선,국도,김대중대교~복룡리,061-240-8454,전라남도 신안군청,2021-10-06,5010000,전라남도 신안군
지도 왕벚나무길,35.056555,126.259697,35.088071,126.1626062,왕벚나무,400,10,2016,"양옆으로 왕벚나무가 식재되어있어, 봄철에 10km의 아름다운 벚꽃을 볼수있음",국도24호선,국도,자동리~감정리,061-240-8454,전라남도 신안군청,2021-10-06,5010000,전라남도 신안군
하의~신의  가로수길,34.612229,126.032431,34.559492,126.0899938,"왕벚,먼나무",471,4.8,2018,양옆으로 왕벚나무 및 먼나무 식재로 봄철 꽃 및 빨간열매를 볼 수 있음,지방도805호선,지방도,하의웅곡리~신의상서동리,061-240-8454,전라남도 신안군청,2021-10-06,5010000,전라남도 신안군
2019년 가로수 식재사업(자은면 장고~와우 간),34.894448,126.039247,34.898140,126.037735,애기동백,402,1.5,2019,장고~와우마을 간 농로변 가로수길 조성,지방도805호선,지방도,장고마을~와우마을,061-240-8454,전라남도 신안군청,2021-10-06,5010000,전라남도 신안군
2019년 가로수 식재사업(하의면 대리~후광 간),34.615589,126.024511,34.631526,126.021645,무궁화,312,1.3,2019,대리~후광 간 양옆 무궁화 식재,리도201호선,리도,대리~후광,061-240-8454,전라남도 신안군청,2021-10-06,5010000,전라남도 신안군
2019년 가로수 식재사업(하의면 웅곡~대리 간),34.607389,126.036660,34.615520,126.024555,"무궁화, 호랑가시, 꽃치자, 석암철쭉",3667,1.4,2019,웅곡~대리 간 양옆 가로수 식재,국도2호선,국도,웅곡~대리,061-240-8454,전라남도 신안군청,2021-10-06,5010000,전라남도 신안군
짱뚱어 해변 주변 돈나무길 조성사업,34.992699,126.142849,34.987013,126.141458,돈나무,530,1,2020,기존 수림대 내 돈나무 숲 조성,군도9호선,군도,구 농협창고~해안재방,061-240-8454,전라남도 신안군청,2021-10-06,5010000,전라남도 신안군
보물섬 주변 도로 만리향길 조성사업,35.001617,126.135851,34.997186,126.136949,돈나무,650,0.8,2020,해안재방 안쪽으로 돈나무 모아심기 식재,군도9호선,군도,증도초교~순비기전시관,061-240-8454,전라남도 신안군청,2021-10-06,5010000,전라남도 신안군
비금면 도로변 명품 능소화길 조성사업,34.761652,125.995088,34.769053,125.960444,능소화,500,3.6,2020,도로 한쪽으로 5주씩 모아심기,국도2호선,국도,비금면사무소~원평해수욕장,061-240-8454,전라남도 신안군청,2021-10-06,5010000,전라남도 신안군
증도면 도로변 돈나무길 조성사업,34.997048,126.137138,34.992837,126.142643,돈나무,560,0.7,2020,해안재방 안쪽으로 돈나무 모아심기 식재,군도9호선,군도,순비기전시관~구 농협창고,061-240-8454,전라남도 신안군청,2021-10-06,5010000,전라남도 신안군
"암태면, 하의면 도로변 무궁화길 조성사업",34.840027,126.118001,34.840032,126.119683,무궁화,70,0.15,2020,도로변 유휴지 군식,국도2호선,국도,암태면 송곡리 산130,061-240-8454,전라남도 신안군청,2021-10-06,5010000,전라남도 신안군
"암태면, 하의면 도로변 무궁화길 조성사업",34.599700,126.034769,34.598614,126.034758,무궁화,150,0.13,2020,기존 수림대 내 돈나무 숲 조성,군도1호선,군도,웅곡리,061-240-8454,전라남도 신안군청,2021-10-06,5010000,전라남도 신안군
압해읍 신용리 낙우송길 조성사업,34.879198,126.307670,34.878805,126.308076,낙우송,400,0.45,2020,국도변 저류지 낙우송길 조성,국도77호선,국도,신용리 20-2일원,061-240-8454,전라남도 신안군청,2021-10-06,5010000,전라남도 신안군
사랑나눔공원 명품가로숲길(1차),36.144788,128.333292,36.144878,128.334062,왕벚나무,14328,7.72,2016,아름다운 명품가로숲길 조성,지방도 927호,지방도,군위읍 내량리~내량리,054-380-6193,경상북도 군위군청,2021-10-26,5140000,경상북도 군위군
사랑나눔공원 명품가로숲길(2차),36.141041,128.334471,36.124694,128.335186,왕벚나무,704,3.4,2017,아름다운 명품가로숲길 조성,자전거도로,군도,위천변,054-380-6193,경상북도 군위군청,2021-10-26,5140000,경상북도 군위군
팔공산 아름다운도로 명품가로수길,36.055308,128.395481,36.024415,128.383376,왕벚나무,6475,8.5,2018,아름다운 명품가로숲길 조성,국지도 79호선,지방도,부계면 창평리~남산리,054-380-6193,경상북도 군위군청,2021-10-26,5140000,경상북도 군위군
팔공산 아름다운도로 명품가로수길,36.055308,128.395481,36.024415,128.383376,소나무,146,1,2019,아름다운 명품가로숲길 조성,국지도 79호선,지방도,부계면 창평리~남산리,054-380-6196,경상북도 군위군청,2021-10-26,5140000,경상북도 군위군
명품가로숲길,36.798224,127.784521,36.809565,127.810417,소나무 및 영산홍,31280,3.5,2018,봄에피는 영산홍을 식재하여 도로변을 따라 도심속에서 꽃을 감상할 수 있음,국도19호선,일반국도,대사삼거리~대덕사거리,043-830-3272,괴산군청,2021-10-26,4460000,충청북도 괴산군
비류대로,37.430381,126.635405,37.422866,126.702579,느티나무+버즘나무,1285,6.6,,도로를_따라_느티나무_등이_식재되어_있음,,,옹암사거리~선학교,,,2021-10-25,3520000,인천광역시 연수구
청능대로,37.418415,126.666745,37.406196,126.686211,버즘나무+느티나무+감나무+중국단풍,396,2.8,,도로를_따라_버즘나무_등이_식재되어_있음,,,청능교차로~남동대교,,,2021-10-25,3520000,인천광역시 연수구
앵고개로,37.408511,126.646604,37.402432,126.680957,느티나무+버즘나무+벚나무+중국단풍,818,3.5,,도로를_따라_느티나무_등이_식재되어_있음,,,송도3교교차로~동춘교,,,2021-10-25,3520000,인천광역시 연수구
아암대로,37.430381,126.635405,37.392471,126.666879,느티나무+벚나무+해송,1702,5.3,,도로를_따라_느티나무_등이_식재되어_있음,,,옹암사거리~송도지하차도,,,2021-10-25,3520000,인천광역시 연수구
경원대로,37.434062,126.697768,37.392485,126.666958,은행나무+느티나무+목련+중국단풍,2247,7.3,,도로를_따라_은행나무_등이_식재되어_있음,,,문학경기장정문교차로~외암도사거리,,,2021-10-25,3520000,인천광역시 연수구
원인재로,37.422968,126.693478,37.402968,126.669761,느티나무+버즘나무,635,3.3,,도로를_따라_느티나무_등이_식재되어_있음,,,갈마산~서면초교사거리,,,2021-10-25,3520000,인천광역시 연수구
먼우금로,37.424156,126.682788,37.399044,126.668754,버즘나무+중국단풍,755,4.5,,도로를_따라_버즘나무가_식재되어_있음,,,수리봉사거리~구석말삼거리,,,2021-10-25,3520000,인천광역시 연수구
미추홀대로,37.428915,126.670835,37.401081,126.655288,느티나무+회화나무+히말라야시다+주목,1181,2.7,,도로를_따라_느티나무_등이_식재되어_있음,,,문학터널~동춘지하차도,,,2021-10-25,3520000,인천광역시 연수구
독배로,37.420649,126.646057,37.434275,126.647213,버즘나무+은행나무+벚나무+메타세콰이어,370,1.5,,도로를_따라_버즘나무_등이_식재되어_있음,,,송도전화국앞~옥련동 64-58,,,2021-10-25,3520000,인천광역시 연수구
함박뫼로,37.417505,126.670982,37.416791,126.695805,버즘나무+은행나무+가이즈까향,764,2.7,,도로를_따라_버즘나무_등이_식재되어_있음,,,청학중학교~연수교,,,2021-10-25,3520000,인천광역시 연수구
능허대로,37.430381,126.635405,37.396558,126.673235,버즘나무+은행나무+벚나무,739,6,,도로를_따라_버즘나무_등이_식재되어_있음,,,옹암교차로~동막교,,,2021-10-25,3520000,인천광역시 연수구
옥련로,37.425353,126.656131,37.426057,126.639631,왕벚나무+은행나무+느티나무,741,0.4,,도로를_따라_왕벚나무_등이_식재되어_있음,,,한나루로~능허대로,,,2021-10-25,3520000,인천광역시 연수구
청량로,37.428556,126.653879,37.412243,126.664862,은행나무,424,3,,도로를_따라_은행나무가_식재되어_있음,,,송도역~인천여성의광장,,,2021-10-25,3520000,인천광역시 연수구
인권로,37.417938,126.650535,37.419377,126.653425,은행나무,50,0.3,,도로를_따라_은행나무가_식재되어_있음,,,송도로터리~인천상륙작전기념관,,,2021-10-25,3520000,인천광역시 연수구
함박로,37.424491,126.678574,37.423882,126.686071,회화나무+은행나무+이팝나무,169,0.9,,도로를_따라_회화나무_등이_식재되어_있음,,,함박마을 일원,,,2021-10-25,3520000,인천광역시 연수구
새말로,37.415695,126.686661,37.424765,126.673168,중국단풍,412,3.7,,도로를_따라_중국단풍가_식재되어_있음,,,연수중학교~효정아파트,,,2021-10-25,3520000,인천광역시 연수구
청학로,37.426978,126.663376,37.431262,126.664871,벚나무,77,0.5,,도로를_따라_벚나무가_식재되어_있음,,,비류대로~청학풀장,,,2021-10-25,3520000,인천광역시 연수구
용담로,37.412013,126.681697,37.421448,126.668188,중국단풍,502,3.3,,도로를_따라_중국단풍가_식재되어_있음,,,연수2동행정복지센터~청학공업고등학교,,,2021-10-25,3520000,인천광역시 연수구
봉재산로,37.411937,126.665791,37.400831,126.665666,중국단풍,515,1.8,,도로를_따라_중국단풍가_식재되어_있음,,,인천상수도사업본부~인천서해그랑블5단지,,,2021-10-25,3520000,인천광역시 연수구
한나루로,37.421498,126.637566,37.427733,126.657511,은행나무+감나무,407,1.9,,도로를_따라_은행나무_등이_식재되어_있음,,,송도역삼거리~아암1교,,,2021-10-25,3520000,인천광역시 연수구
청명로,37.415967,126.673733,37.418431,126.676404,중국단풍,80,0.9,,도로를_따라_중국단풍가_식재되어_있음,,,나래병원~로얄프라자,,,2021-10-25,3520000,인천광역시 연수구
선학로,37.425901,126.698907,37.420584,126.696964,은행나무,186,1,,도로를_따라_은행나무가_식재되어_있음,,,선학역~은행나무어린이공원,,,2021-10-25,3520000,인천광역시 연수구
솔샘로,37.425286,126.660913,37.423318,126.668423,중국단풍,43,0.2,,도로를_따라_중국단풍가_식재되어_있음,,,청학도서관~미추홀대로,,,2021-10-25,3520000,인천광역시 연수구
벚꽃로,37.425289,126.669337,37.412037,126.687539,벚나무,408,2.1,,도로를_따라_벚나무가_식재되어_있음,,,청학사거리~원인재역,,,2021-10-25,3520000,인천광역시 연수구
한진로,37.429875,126.649541,37.422416,126.647961,은행나무,78,1,,도로를_따라_은행나무가_식재되어_있음,,,비류대로~능허대초등학교,,,2021-10-25,3520000,인천광역시 연수구
용두천로,37.152141,128.217591,37.158036,128.215873,은행나무,113,1,1985,은행나무길,용두천로,시도,청전우체국~고암주공아파트,043-641-6513,충청북도 제천시,2021-10-21,4400000,충청북도 제천시
도화길,37.183098,128.243234,37.182278,128.260193,벚나무,100,1,1999,벚나무길,도화길,시도,도화교차로~송학파출소,043-641-6513,충청북도 제천시,2021-10-21,4400000,충청북도 제천시
강저로,37.120383,128.207844,37.120095,128.227074,이팝나무,397,4,2010,이팝나무길,강저로,시도,휴먼시아~단양통로,043-641-6513,충청북도 제천시,2021-10-21,4400000,충청북도 제천시
용두대로7~5길,37.133237,128.194981,37.132952,128.198683,느티나무,100,1,2009,느티나무길,용두대로7~5길,시도,그린코아루입구~제천경찰서남측,043-641-6513,충청북도 제천시,2021-10-21,4400000,충청북도 제천시
바이오밸리길,37.157701,128.167306,37.152912,128.143865,이팝나무,1420,11,2005,이팝나무길,바이오밸리길,시도,왕암제1산업단지,043-641-6513,충청북도 제천시,2021-10-21,4400000,충청북도 제천시
세무서길,37.128252,128.212018,37.128471,128.218877,은행나무,176,1,1991,은행나무길,세무서길,시도,세무서진입로~종합운동장,043-641-6513,충청북도 제천시,2021-10-21,4400000,충청북도 제천시
대학로,37.150604,128.191965,37.171932,128.194387,은행나무,340,4,1991,은행나무길,대학로,시도,신월교차로~세명대학교,043-641-6513,충청북도 제천시,2021-10-21,4400000,충청북도 제천시
용두천로(도서관길),37.153326,128.218023,37.146886,128.213873,은행나무,269,1,1991,은행나무길,용두천로(도서관길),시도,제천여중~녹우장,043-641-6513,충청북도 제천시,2021-10-21,4400000,충청북도 제천시
장락로,37.145519,128.221943,37.148602,128.223124,왕벚나무,57,1,2009,왕벚나무길,장락로,시도,교동주민센터~e편한세상아파트,043-641-6513,충청북도 제천시,2021-10-21,4400000,충청북도 제천시
동명로,37.133693,128.204086,37.131343,128.199213,버즘나무,64,1,1985,버즘나무길,동명로,시도,의병교차로~신당교,043-641-6513,충청북도 제천시,2021-10-21,4400000,충청북도 제천시
박달로,37.139702,128.077301,37.124735,128.000676,복자기나무,48,1,1998,복자기나무길,박달로,시도,봉양 원박~백운 소월,043-641-6513,충청북도 제천시,2021-10-21,4400000,충청북도 제천시
박달로,37.130325,128.133808,37.123534,127.995269,은행나무,43,1,2001,은행나무길,박달로,시도,봉양 장평~백운 원월 다릿재,043-641-6513,충청북도 제천시,2021-10-21,4400000,충청북도 제천시
박달로,37.130325,128.133808,37.123534,127.995269,단풍나무,100,7,2001,단풍나무길,박달로,시도,봉양 장평~백운 원월 다릿재,043-641-6513,충청북도 제천시,2021-10-21,4400000,충청북도 제천시
제천북로,37.134263,128.161895,37.165986,128.194411,목백합나무,860,11,2007,목백합나무길,제천북로,시도,신동교차로~대원과학대교차로,043-641-6513,충청북도 제천시,2021-10-21,4400000,충청북도 제천시
남부로,37.133832,128.221671,37.172632,128.247549,이팝나무,670,7,2008,이팝나무길,남부로,시도,신동~송학면계(서무니),043-641-6513,충청북도 제천시,2021-10-21,4400000,충청북도 제천시
청전대로,37.144202,128.201034,37.151096,128.226368,느티나무,418,5,1992,느티나무길,청전대로,시도,용두교~청전교차로~장락교차로,043-641-6513,충청북도 제천시,2021-10-21,4400000,충청북도 제천시
명륜로,37.144202,128.201034,37.142108,128.208581,은행나무,191,1,1993,은행나무길,명륜로,시도,용두교~소망주택(의림동),043-641-6513,충청북도 제천시,2021-10-21,4400000,충청북도 제천시
명륜로,37.142108,128.208581,37.140535,128.221341,은행나무,216,1,2007,은행나무길,명륜로,시도,소망주택~교동고개(건토배마트),043-641-6513,충청북도 제천시,2021-10-21,4400000,충청북도 제천시
내토로,37.133586,128.221647,37.141369,128.222193,이팝나무,65,1,2008,이팝나무길,내토로,시도,제일고등학교~과수원주유소,043-641-6513,충청북도 제천시,2021-10-21,4400000,충청북도 제천시
내토로,37.141369,128.222193,37.158229,128.230885,이팝나무,315,3,2009,이팝나무길,내토로,시도,과수원주유소~배재(송학면계),043-641-6513,충청북도 제천시,2021-10-21,4400000,충청북도 제천시
내토로,37.162944,128.234762,37.174819,128.252277,이팝나무,128,1,2011,이팝나무길,내토로,시도,명지병원~무도리 동막교차로,043-641-6513,충청북도 제천시,2021-10-21,4400000,충청북도 제천시
용두대로,37.151974,128.134967,37.148408,128.122661,은행나무,318,1,1991,은행나무길,용두대로,시도,봉양읍 봉양리~미당리(질고개),043-641-6513,충청북도 제천시,2021-10-21,4400000,충청북도 제천시
용두대로,37.131173,128.198189,37.143786,128.200189,느티나무,395,3,1993,은행나무길,용두대로,시도,신당교~용두교,043-641-6513,충청북도 제천시,2021-10-21,4400000,충청북도 제천시
용두대로,37.143786,128.200189,37.157361,128.175946,은행나무,591,4,1992,은행나무길,용두대로,시도,하소교~질고개,043-641-6513,충청북도 제천시,2021-10-21,4400000,충청북도 제천시
의림대로,37.171413,128.211937,37.141176,128.212209,왕벚나무,293,1,1992,왕벚나무길,의림대로,시도,의림지~국민은행 교차로,043-641-6513,충청북도 제천시,2021-10-21,4400000,충청북도 제천시
의림대로,37.141176,128.212209,37.128777,128.205745,은행나무,669,4,1991,은행나무길,의림대로,시도,국민은행 교차로~제천역,043-641-6513,충청북도 제천시,2021-10-21,4400000,충청북도 제천시
의림대로,37.171413,128.211937,37.188207,128.204738,소나무,387,3,1998,소나무길,의림대로,시도,제1의림지~제2의림지,043-641-6513,충청북도 제천시,2021-10-21,4400000,충청북도 제천시
내토로,37.130123,128.205871,37.131873,128.200601,버즘나무,23,1,1983,버즘나무길,내토로,시도,역전교차로~시민탑,043-641-6513,충청북도 제천시,2021-10-21,4400000,충청북도 제천시
내토로,37.130123,128.205871,37.130803,128.203934,은행나무,37,1,1982,은행나무길,내토로,시도,역전교차로~남당교차로,043-641-6513,충청북도 제천시,2021-10-21,4400000,충청북도 제천시
풍양로,37.137465,128.209939,37.138443,128.207672,은행나무,120,1,1983,은행나무길,풍양로,시도,농협시지부~한전앞,043-641-6513,충청북도 제천시,2021-10-21,4400000,충청북도 제천시
의병대로,37.138152,128.203877,37.136446,128.209226,칠자화,75,600,2021,칠자화길,의병대로,시도,명동교차로~남현동사무소,043-641-6513,충청북도 제천시,2021-10-21,4400000,충청북도 제천시
의병대로,37.138152,128.203877,37.136446,128.209226,은행나무,87,1,1983,은행나무길,의병대로,시도,제천중학교앞~명동교차로,043-641-6513,충청북도 제천시,2021-10-21,4400000,충청북도 제천시
내제로,37.143377,128.205152,37.140027,128.203265,은행나무,116,1,1991,은행나무길,내제로,시도,칠성교차로~제천중학교,043-641-6513,충청북도 제천시,2021-10-21,4400000,충청북도 제천시
내제로,37.134037,128.203945,37.138647,128.202569,은행나무,267,1,1983,은행나무길,내제로,시도,의병교차로~제천중학교,043-641-6513,충청북도 제천시,2021-10-21,4400000,충청북도 제천시
내제로,37.130084,128.206298,37.134037,128.203945,은행나무,85,1,1991,은행나무길,내제로,시도,역전교차로~의병교차로(명파오거리),043-641-6513,충청북도 제천시,2021-10-21,4400000,충청북도 제천시
의병대로,37.136258,128.209927,37.134507,128.216901,모감주나무,91,1,1993,모감주나무길,의병대로,시도,명동교차로~남현동사무소,043-641-6513,충청북도 제천시,2021-10-21,4400000,충청북도 제천시
의병대로(두학로),37.131531,128.233486,37.133542,128.245001,왕벚나무,100,1,2002,왕벚나무길,의병대로(두학로),시도,제천동중학교~두학초등학교,043-641-6513,충청북도 제천시,2021-10-21,4400000,충청북도 제천시
의병대로(두학로),37.133542,128.245001,37.137565,128.262382,은행나무,520,4,1993,은행나무길,의병대로(두학로),시도,두학초등학교~상풍마을 입구,043-641-6513,충청북도 제천시,2021-10-21,4400000,충청북도 제천시
월악로,36.930521,128.234422,36.911879,128.074386,벚나무,2414,17,1997,벚나무길,월악로,시도,수산계란재~한수 월악나루,043-641-6513,충청북도 제천시,2021-10-21,4400000,충청북도 제천시
월악로,36.914877,128.161723,36.906161,128.173396,단풍나무,600,4,1997,단풍나무길,월악로,시도,수산계란재~한수 월악나루,043-641-6513,충청북도 제천시,2021-10-21,4400000,충청북도 제천시
월악로,36.917788,128.160665,36.925473,128.148992,잣나무,35,1,1997,잣나무길,월악로,시도,수산계란재~한수 월악나루,043-641-6513,충청북도 제천시,2021-10-21,4400000,충청북도 제천시
월악로,36.917788,128.160665,36.925473,128.148992,은행나무,86,1,1997,은행나무길,월악로,시도,수산계란재~한수 월악나루,043-641-6513,충청북도 제천시,2021-10-21,4400000,충청북도 제천시
월악로,36.916477,128.161762,36.905971,128.173311,왕벚나무,260,1,1997,왕벚나무길,월악로,시도,덕산 성암리~덕산 성내리,043-641-6513,충청북도 제천시,2021-10-21,4400000,충청북도 제천시
옥순봉로,36.944072,128.230699,36.934262,128.223918,왕벚나무,120,1,2001,왕벚나무길,옥순봉로,시도,수산옥순대교~수산 괴곡리,043-641-6513,충청북도 제천시,2021-10-21,4400000,충청북도 제천시
옥순봉로,36.944072,128.230699,36.931874,128.210257,왕벚나무,188,1,2001,왕벚나무길,옥순봉로,시도,수산옥순대교~수산 원대교,043-641-6513,충청북도 제천시,2021-10-21,4400000,충청북도 제천시
명지로(구지방도82호),36.933189,128.178032,36.934337,128.156649,은행나무,80,4,1991,은행나무길,명지로(구지방도82호),시도,사천교~금성면계(산곡),043-641-6513,충청북도 제천시,2021-10-21,4400000,충청북도 제천시
